,line_text
50633,hear saying thing gotta lock key demographic first rest come promise give couple week alright
50634,week always week man last time talked month like million week ago
50635,thanks dennis appreciate pam hey
50636,good
50637,
50638,wanted see
50639,great
50640,damn jim got real facebook energy going man zuckerberged place
50641,pretty great right mean coming along coworker hey wade gotta push dennis timeline
50642,back pam actually know give one second okay make home
50643,think concern answered see brochure clark getting car good boy whatever say
50644,oh really
50645,fumbling well thing clark good great fact say even good really bad like son
50646,enters go pop know couple minute god missed
50647,took long loitering like hooligan smoking doobie
50648,confused sure like taught looking cool
50649,disrespectful
50650,love saying
50651,whisper clark get along
50652,catch ha ha burned truth relationship terr
50653,terrible
50654,terrible
50655,yes genius stupid stupid genius
50656,wow place great idea phone made sound kind dinky
50657,well mean even paycheck yet startup thing go time
50658,company going wanna go wanna go
50659,pam cool hang
50660,sure problem
50661,yeah darryl ready
50662,yeah
50663,let
50664,pen delivery went amazing got pen waiting unpacked pam tell unpack pen one people like uh sure accept pen come soon back turned unpack pen get credit great pen unpacker hand sitting pam tell unpack want busybody want lazybones busybody lazybones busybody lazybones ahh brain ping ponging around head right insane sorry question oh yeah never espresso good though
50665,bam slam espresso cup table favorite viennese amaretto worst flavor tried far alpine select
50666,yes giggle pick angela
50667,ugh
50668,one pick angela air
50669,kevin kevin kevin
50670,two pick angela
50671,stop
50672,three
50673,enough kevin
50674,stop kevin
50675,four
50676,enough
50677,kevin
50678,menswear catalogue think offer competitive pricing
50679,well understand
50680,bet know nothing people heard son
50681,go another lecture old man
50682,maybe listened little bit improve wonder woman despise
50683,woman despise
50684,last girlfriend transvestite knew right away adam apple like prow ship thumb like lowland gorilla ha one see wanna see
50685,alright enough cause say thing
50686,yeah like
50687,like time got drunk killed kid way prom
50688,never happened always liar ever since little kid got caught saving treat kitty litter box
50689,offer matte glossy printing
50690,glistening brown morsel tumbling every pouch trouser
50691,obviously volume discount uh
50692,following cat around knee hand cupped beneath tail going please kitty may make stuff
50693,think someone could make someone friend
50694,scoff got cat turd collector written
50695,mandate always think two men date awkward moment gay friend one gay friend jim oscar
50696,mm hm
50697,freeze ummm moment later alright obviously look really busy uh want waste time anymore sorry uhh obviously qualified man warehouse manager know
50698,know paper salesman whisper darryl hey find help picture everybody naked group overhears chuckle
50699,cool hey thanks
50700,yes matter fact uh pull booklet bag wrote go pass booklet wow guy came prepared impress group laugh
50701,ah p look like around
50702,usually take siesta
50703,erin stocking pen huh like new office administrator
50704,took pen shipment pam leave say loud know sound insane truth swear
50705,pam pam look erin gunning job
50706,kevin imitates gunfire like forget sorry
50707,pam look
50708,pen buy sorry day
50709,sweet talk
50710,well funny think working part time philadelphia
50711,mind men talking
50712,u old timer need stick together better signing contract
50713,wait bos
50714,hi clark
50715,let talk
50716,look catalog
50717,yeah yeah think like know grab basketball think like kevin durant jump shot perfecto shoot basketball hoop wall basketball miss land fish tank killing fish oh god
50718,one put fish tank next basketball hoop like put glass milk edge table cece knock blame cece
50719,like three year old girl scenario
50720,say hire like street great job people love
50721,get see jada weekend know sure like living philadelphia
50722,right thank philly everyone acting like new york paris london
50723,need
50724,u
50725,enters okay consensus unique going make pay fish wanted know start
50726,jim shrug yesterday
50727,congratulation
50728,oh thank
50729,guess gotta move philly
50730,yes love philly two one five die
50731,upset really excited darryl maybe little disappointed losing
50732,feel really hot hot feel really really hot
50733,insane need c year round january
50734,banging window get point stupid window
50735,mean look know paper fashion style change check dad suit looking pure acrylic face always break
50736,know dad maybe buy suit mean going need one right ever going get real job move lazy as g house
50737,yeah want italian look like mafia next thing know life rikers island
50738,well better looking like undertaker boring island
50739,place exist documented island ha ha cartograph much
50740,emerges dressing room wearing sharp black suit look
50741,actually look great steered right guess make sense buying father son team know take one
50742,everyone energy move copier annex like always wanted
50743,whoo
50744,frickin
50745,huh
50746,long noise
50747,one two three gather around copier push tearing carpet beneath
50748,torn carpet oh going much trouble
50749,wait looking hardwood floor beneath carpet beautiful hardwood always knew never dreamed would actually see
50750,tear carpet
50751,whoo
50752,kill fish still hire baby good ready ready sings intro everybody dance point pam sing first line
50753,reluctantly everybody dance darryl continues singing
50754,kevin move pull rug standing rhinoceros foot
50755,well stand pull carpet
50756,oh head killing anyone baby asprin
50757,oh enough whining already coffee
50758,gone get chance try creed poured bogota sunrise plant
50759,saw leaf twitch
50760,shut
50761,shut
50762,everybody shut work
50763,work
50764,yeah
50765,yeah
50766,hey five clock everyone leaf traffic backup occurs parking lot
50767,horn honking kevin
50768,going
50769,yes leaving suit store
50770,opened door
50771,closed boy back town high five clark high five ha ha
50772,hey really specific cat turd business right
50773,got tickle clark chuckle used collect
50774,
50775,one different like snowflake
50776,shocked seeing torn carpet hey happened
50777,left charge pen pam happened pen happened
50778,pen
50779,gotta clear file cabinet people lot dead account scranton mimeograph corp think business time soon odd letter robert dunder valuable artifact come possession hidden time person strong intellect may safely recover golden chalice immeasurable historical religious significance holy grail
50780,phone send dwight quest holy grail
50781,think little busy day whispering oh god send dwight quest holy grail
50782,dunder code completely forgot prank like six seven year ago stayed late every night month lot free time back
50783,get
